chapter,paragraph,sentence,text
CHAPTER LIII,30,3,She counted the days that must intervene before their invitation could be sent--hopeless of seeing him before.
CHAPTER LIII,30,4,"But on the third morning after his arrival in Hertfordshire, she saw him from her dressing-room window enter the paddock, and ride towards the house."
CHAPTER LIII,31,1,Her daughters were eagerly called to partake of her joy.
CHAPTER LIII,31,2,"Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr. Darcy with him, and sat down again by her sister."
CHAPTER LIII,32,1,"“There is a gentleman with him, mamma,” said Kitty; “who can it be?”"
CHAPTER LIII,33,1,"“Some acquaintance or other, my dear, I suppose; I am sure I do not know.”"
CHAPTER LIII,34,1,"“La!” replied Kitty, “it looks just like that man that used to be with him before."
CHAPTER LIII,34,2,"Mr. what’s his name--that tall, proud man.”"
CHAPTER LIII,35,1,“Good gracious!
CHAPTER LIII,35,2,Mr.
CHAPTER LIII,35,3,"Darcy!--and so it does, I vow."
CHAPTER LIII,35,4,"Well, any friend of Mr. Bingley’s will always be welcome here, to be sure; but else I must say that I hate the very sight of him.”"
CHAPTER LIII,36,1,Jane looked at Elizabeth with surprise and concern.
CHAPTER LIII,36,2,"She knew but little of their meeting in Derbyshire, and therefore felt for the awkwardness which must attend her sister, in seeing him almost for the first time after receiving his explanatory letter."
CHAPTER LIII,36,3,Both sisters were uncomfortable enough.
CHAPTER LIII,36,4,"Each felt for the other, and of course for themselves; and their mother talked on of her dislike of Mr. Darcy, and her resolution to be civil to him only as Mr. Bingley’s friend, without being heard by either of them."
CHAPTER LIII,36,5,"But Elizabeth had sources of uneasiness which could not yet be suspected by Jane, to whom she had never yet had courage to show Mrs. Gardiner’s letter, or to relate her own change of sentiment towards him."
CHAPTER LIII,36,6,"To Jane, he could be only a man whose proposals she had refused, and whose merits she had undervalued; but to her own more extensive information, he was the person to whom the whole family were indebted for the first of benefits, and whom she regarded herself with an interest, if not quite so tender, at least as reasonable and just, as what Jane felt for Bingley."
CHAPTER LIII,36,7,"Her astonishment at his coming--at his coming to Netherfield, to Longbourn, and voluntarily seeking her again, was almost equal to what she had known on first witnessing his altered behaviour in Derbyshire."
CHAPTER LIII,37,1,"The colour which had been driven from her face returned for half a minute with an additional glow, and a smile of delight added lustre to her eyes, as she thought for that space of time that his affection and wishes must still be unshaken; but she would not be secure."
CHAPTER LIII,38,1,"“Let me first see how he behaves,” said she; “it will then be early enough for expectation.”"
CHAPTER LIII,39,1,"She sat intently at work, striving to be composed, and without daring to lift up her eyes, till anxious curiosity carried them to the face of her sister as the servant was approaching the door."
CHAPTER LIII,39,2,"Jane looked a little paler than usual, but more sedate than Elizabeth had expected."
CHAPTER LIII,39,3,"On the gentlemen’s appearing, her colour increased; yet she received them with tolerable ease, and with a propriety of behaviour equally free from any symptom of resentment, or any unnecessary complaisance."
CHAPTER LIII,40,1,"Elizabeth said as little to either as civility would allow, and sat down again to her work, with an eagerness which it did not often command."
CHAPTER LIII,40,2,She had ventured only one glance at Darcy.
CHAPTER LIII,40,3,"He looked serious as usual; and, she thought, more as he had been used to look in Hertfordshire, than as she had seen him at Pemberley."
CHAPTER LIII,40,4,"But, perhaps, he could not in her mother’s presence be what he was before her uncle and aunt."
CHAPTER LIII,40,5,"It was a painful, but not an improbable, conjecture."
CHAPTER LIII,41,1,"Bingley she had likewise seen for an instant, and in that short period saw him looking both pleased and embarrassed."
CHAPTER LIII,41,2,"He was received by Mrs. Bennet with a degree of civility which made her two daughters ashamed, especially when contrasted with the cold and ceremonious politeness of her courtesy and address of his friend."
CHAPTER LIII,42,1,"Elizabeth particularly, who knew that her mother owed to the latter the preservation of her favourite daughter from irremediable infamy, was hurt and distressed to a most painful degree by a distinction so ill applied."
CHAPTER LIII,43,1,"Darcy, after inquiring of her how Mr. and Mrs. Gardiner did--a question which she could not answer without confusion--said scarcely anything."
CHAPTER LIII,43,2,He was not seated by her: perhaps that was the reason of his silence; but it had not been so in Derbyshire.
CHAPTER LIII,43,3,There he had talked to her friends when he could not to herself.
CHAPTER LIII,43,4,"But now several minutes elapsed, without bringing the sound of his voice; and when occasionally, unable to resist the impulse of curiosity, she raised her eyes to his face, she as often found him looking at Jane as at herself, and frequently on no object but the ground."
CHAPTER LIII,43,5,"More thoughtfulness and less anxiety to please, than when they last met, were plainly expressed."
CHAPTER LIII,43,6,"She was disappointed, and angry with herself for being so."
CHAPTER LIII,44,1,“Could I expect it to be otherwise?” said she.
CHAPTER LIII,44,2,“Yet why did he come?”
CHAPTER LIII,45,1,She was in no humour for conversation with anyone but himself; and to him she had hardly courage to speak.
CHAPTER LIII,46,1,"She inquired after his sister, but could do no more."
CHAPTER LIII,47,1,"“It is a long time, Mr. Bingley, since you went away,” said Mrs. Bennet."
CHAPTER LIII,48,1,He readily agreed to it.
CHAPTER LIII,49,1,“I began to be afraid you would never come back again.
CHAPTER LIII,49,2,"People _did_ say, you meant to quit the place entirely at Michaelmas; but, however, I hope it is not true."
CHAPTER LIII,49,3,A great many changes have happened in the neighbourhood since you went away.
CHAPTER LIII,49,4,Miss Lucas is married and settled: and one of my own daughters.
CHAPTER LIII,49,5,"I suppose you have heard of it; indeed, you must have seen it in the papers."
CHAPTER LIII,49,6,"It was in the ‘Times’ and the ‘Courier,’ I know; though it was not put in as it ought to be."
CHAPTER LIII,49,7,"It was only said, ‘Lately, George Wickham, Esq., to Miss Lydia Bennet,’ without there being a syllable said of her father, or the place where she lived, or anything."
CHAPTER LIII,49,8,"It was my brother Gardiner’s drawing up, too, and I wonder how he came to make such an awkward business of it."
CHAPTER LIII,49,9,Did you see it?”
CHAPTER LIII,50,1,"Bingley replied that he did, and made his congratulations."
CHAPTER LIII,50,2,Elizabeth dared not lift up her eyes.
CHAPTER LIII,50,3,"How Mr. Darcy looked, therefore, she could not tell."
CHAPTER LIII,51,1,"“It is a delightful thing, to be sure, to have a daughter well married,” continued her mother; “but at the same time, Mr. Bingley, it is very hard to have her taken away from me."
CHAPTER LIII,51,2,"They are gone down to Newcastle, a place quite northward it seems, and there they are to stay, I do not know how long."
CHAPTER LIII,51,3,"His regiment is there; for I suppose you have heard of his leaving the ----shire, and of his being gone into the Regulars."
CHAPTER LIII,51,4,Thank heaven!
CHAPTER LIII,51,5,"he has _some_ friends, though, perhaps, not so many as he deserves.”"
CHAPTER LIII,52,1,"Elizabeth, who knew this to be levelled at Mr. Darcy, was in such misery of shame that she could hardly keep her seat."
CHAPTER LIII,52,2,"It drew from her, however, the exertion of speaking, which nothing else had so effectually done before; and she asked Bingley whether he meant to make any stay in the country at present."
CHAPTER LIII,52,3,"A few weeks, he believed."
CHAPTER LIII,53,1,"“When you have killed all your own birds, Mr. Bingley,” said her mother, “I beg you will come here and shoot as many as you please on Mr. Bennet’s manor."
CHAPTER LIII,53,2,"I am sure he will be vastly happy to oblige you, and will save all the best of the coveys for you.”"
CHAPTER LIII,54,1,"Elizabeth’s misery increased at such unnecessary, such officious attention!"
CHAPTER LIII,54,2,"Were the same fair prospect to arise at present, as had flattered them a year ago, everything, she was persuaded, would be hastening to the same vexatious conclusion."
CHAPTER LIII,54,3,"At that instant she felt, that years of happiness could not make Jane or herself amends for moments of such painful confusion."
CHAPTER LIII,55,1,"“The first wish of my heart,” said she to herself, “is never more to be in company with either of them."
CHAPTER LIII,55,2,Their society can afford no pleasure that will atone for such wretchedness as this!
CHAPTER LIII,55,3,Let me never see either one or the other again!”
CHAPTER LIII,56,1,"Yet the misery, for which years of happiness were to offer no compensation, received soon afterwards material relief, from observing how much the beauty of her sister rekindled the admiration of her former lover."
CHAPTER LIII,56,2,"When first he came in, he had spoken to her but little, but every five minutes seemed to be giving her more of his attention."
CHAPTER LIII,56,3,"He found her as handsome as she had been last year; as good-natured, and as unaffected, though not quite so chatty."
CHAPTER LIII,56,4,"Jane was anxious that no difference should be perceived in her at all, and was really persuaded that she talked as much as ever; but her mind was so busily engaged, that she did not always know when she was silent."
